"MovieTitle","MovieID","MovieURL","ReleaseYear","IMDBRating","NumberOfUsersRated","DurationMins","ReleaseDate","Genre1","Genre2","Genre3","NumIMDBUserReviews","NumIMDBCriticReviews","DirectorName","DirectorID","DirectorURL","Star1Name","Star1ID","Star1URL","Star2Name","Star2ID","Star2URL","Star3Name","Star3ID","Star3URL","BoxOfficeBudget","BoxOfficeBudgetCurr","BoxOfficeOpeningWeekend","BoxOfficeOpeningWeekendCurr","BoxOfficeGross","BoxOfficeGrossCurr","NumberOfOscars"
"I Love You Phillip Morris","tt1045772","http://www.imdb.com/title/tt1045772/","2009","6.7","73324","98"," 7 January 2011
(USA)
","Biography","Comedy","Crime","73324","239","Glenn Ficarra","/name/nm0720135","/name/nm0720135/","Jim Carrey","nm0000120","/name/nm0000120/","Ewan McGregor","nm0000191","/name/nm0000191/","Leslie Mann","nm0005182","/name/nm0005182/","13000000","USD","
    Opening Weekend:         £1,066,092        

      (UK)
      (19 March 2010)
    ",NA,"2035566","USD","0"
"Black Dynamite","tt1190536","http://www.imdb.com/title/tt1190536/","2009","7.4","33947","84"," 13 January 2010
(France)
","Action","Comedy",NA,"33947","165","Scott Sanders","/name/nm0761715","/name/nm0761715/","Arsenio Hall","nm0002119","/name/nm0002119/","Tommy Davidson","nm0203508","/name/nm0203508/","Phyllis Applegate","nm0032399","/name/nm0032399/","2900000","USD","131862","USD","228477","USD","0"
"An Education","tt1174732","http://www.imdb.com/title/tt1174732/","2009","7.3","107522","100"," 5 February 2010
(USA)
","Drama",NA,NA,"107522","277","Lone Scherfig",NA,NA,"Carey Mulligan","nm1659547","/name/nm1659547/","Peter Sarsgaard","nm0765597","/name/nm0765597/","Alfred Molina","nm0000547","/name/nm0000547/","
      Budget:        £4,500,000        

      (estimated)
      ",NA,"159017","USD","12574715","USD","3"
"The Greatest","tt1226232","http://www.imdb.com/title/tt1226232/","2009","6.7","7053","99"," 5 November 2009
(Israel)
","Drama","Romance",NA,"7053","63","Shana Feste","/name/nm0275277","/name/nm0275277/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"6000000","USD","33616","USD","115862","USD","0"
"The Slammin' Salmon","tt1135525","http://www.imdb.com/title/tt1135525/","2009","6.5","10322","90"," 17 January 2009
(USA)
","Comedy",NA,NA,"10322","50","Jay Chandrasekhar","/name/nm0373571","/name/nm0373571/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $26,167        

      (USA)
      (11 December 2009)
    ",NA,"
    Gross:        $41,588        

      (USA)
      (29 January 2010)
    ",NA,"
    See more »
  ","NA","0"
"Spread","tt1186370","http://www.imdb.com/title/tt1186370/","2009","5.9","31125","97"," 8 July 2009
(France)
","Comedy","Drama","Romance","31125","67","David Mackenzie",NA,NA,"Ashton Kutcher","nm0005110","/name/nm0005110/","Anne Heche","nm0000162","/name/nm0000162/","Margarita Levieva","nm1760272","/name/nm1760272/","
    Opening Weekend:         $122,948        

      (USA)
      (14 August 2009)
    ",NA,"
    Gross:        $249,590        

      (USA)
      (4 September 2009)
    ",NA,"
    See more »
  ","NA","0"
"(500) Days of Summer","tt1022603","http://www.imdb.com/title/tt1022603/","2009","7.8","351427","95"," 7 August 2009
(USA)
","Comedy","Drama","Romance","351427","328","Marc Webb",NA,NA,"Zooey Deschanel","nm0221046","/name/nm0221046/","Joseph Gordon-Levitt","nm0330687","/name/nm0330687/","Geoffrey Arend","nm0034309","/name/nm0034309/","7500000","USD","834501","USD","32391374","USD","2"
"I Sell the Dead","tt0902290","http://www.imdb.com/title/tt0902290/","2008","6.1","9344","85"," 16 January 2009
(USA)
","Comedy","Horror",NA,"9344","108","Glenn McQuaid","/name/nm1137264","/name/nm1137264/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"750000","USD","3529","USD","7066","USD","0"
"Unmade Beds","tt0997263","http://www.imdb.com/title/tt0997263/","2009","6.6","2049","97"," 2 September 2009
(USA)
","Comedy","Drama",NA,"2049","45","Alexis Dos Santos","/name/nm1162013","/name/nm1162013/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Hotel for Dogs","tt0785006","http://www.imdb.com/title/tt0785006/","2009","5.4","15298","100"," 16 January 2009
(USA)
","Comedy","Family",NA,"15298","107","Jeff Lowell","/name/nm0523094","/name/nm0523094/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"35000000","USD","17012212","USD","73023275","USD","0"
"The Killing Room","tt1119191","http://www.imdb.com/title/tt1119191/","2009","5.8","10654","93"," 14 November 2009
(Japan)
","Mystery","Thriller",NA,"10654",NA,"Gus Krieger","/name/nm2803289","/name/nm2803289/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Production Co:
        
Winchester Capital Partners,        
Management 360,        
Eleven Eleven Films      
        See more »
      
    ",NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"","NA","0"
"Notorious","tt0472198","http://www.imdb.com/title/tt0472198/","2009","6.6","27542","122"," 16 January 2009
(USA)
","Biography","Drama","Music","27542","134","George Tillman Jr.",NA,NA,"Jamal Woolard","nm2946456","/name/nm2946456/","Anthony Mackie","nm1107001","/name/nm1107001/","Derek Luke","nm1035682","/name/nm1035682/","20000000","USD","20497596","USD","36842118","USD","0"
"I Knew It Was You: Rediscovering John Cazale","tt1352717","http://www.imdb.com/title/tt1352717/","2009","7.9","1277","39"," 16 January 2009
(USA)
","Documentary","Short","Biography","1277",NA,"John Cazale","/name/nm0000114","/name/nm0000114/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Technical Specs",NA,"
    Color:
        Color
    ","NA","0"
"Precious","tt0929632","http://www.imdb.com/title/tt0929632/","2009","7.4","80867","110"," 20 November 2009
(USA)
","Drama",NA,NA,"80867","319","Lee Daniels",NA,NA,"Gabourey Sidibe","nm2829737","/name/nm2829737/","Mo'Nique","nm0594898","/name/nm0594898/","Paula Patton","nm1745736","/name/nm1745736/","
    Opening Weekend:         $1,872,458        

      (USA)
      (6 November 2009)
    ",NA,"
    Gross:        $47,536,959        

      (USA)
      (5 March 2010)
    ",NA,"
    See more »
  ","NA","2"
"Taking Chance","tt1019454","http://www.imdb.com/title/tt1019454/",NA,"7.5","10294","77"," 21 February 2009
(USA)
","Drama","War",NA,"10294",NA,"Michael Strobl","/name/nm0441839","/name/nm0441839/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","1"
"Brooklyn's Finest","tt1210042","http://www.imdb.com/title/tt1210042/","2009","6.7","51158","132"," 5 March 2010
(USA)
","Crime","Drama","Thriller","51158","196","Antoine Fuqua",NA,NA,"Richard Gere","nm0000152","/name/nm0000152/","Don Cheadle","nm0000332","/name/nm0000332/","Ethan Hawke","nm0000160","/name/nm0000160/","25000000","USD","4471932","USD","
    Gross:        £1,252,604        

      (UK)
      (2 July 2010)
    ","NA","0"
"Elsewhere","tt0874271","http://www.imdb.com/title/tt0874271/","2009","5.6","2518","106"," 15 January 2009
(USA)
","Crime","Drama","Thriller","2518",NA,"Nathan Hope","/name/nm5195431","/name/nm5195431/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"500000","USD","
    See more »
  ",NA,"","NA","0"
"Inkheart","tt0494238","http://www.imdb.com/title/tt0494238/","2008","6.1","57186","106"," 23 January 2009
(USA)
","Adventure","Family","Fantasy","57186",NA,"Iain Softley",NA,NA,"Brendan Fraser","nm0000409","/name/nm0000409/","Andy Serkis","nm0785227","/name/nm0785227/","Eliza Bennett","nm1146916","/name/nm1146916/","60000000","USD","
    Opening Weekend:         £700,146        

      (UK)
      (12 December 2008)
    ",NA,"17281832","USD","0"
"Mary and Max","tt0978762","http://www.imdb.com/title/tt0978762/","2009","8.2","108073","92"," 9 April 2009
(Australia)
","Animation","Comedy","Drama","108073",NA,"Adam Elliot",NA,NA,"Toni Collette","nm0001057","/name/nm0001057/","Philip Seymour Hoffman","nm0000450","/name/nm0000450/","Eric Bana","nm0051509","/name/nm0051509/","
      Budget:        AUD 8,240,000        

      (estimated)
      ",NA,"
    See more »
  ",NA,"","NA","0"
"Derren Brown: An Evening of Wonders","tt1380792","http://www.imdb.com/title/tt1380792/",NA,"8.7","235","76",NA,NA,NA,NA,"235",NA,"Derren Brown","/name/nm0638762","/name/nm0638762/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Technical Specs",NA,"
      Runtime: 
        76 min
    ",NA,"
    Color:
        Color
    ","NA","0"
"$5 a Day","tt1024733","http://www.imdb.com/title/tt1024733/","2008","6.4","2615","98"," 11 January 2009
(USA)
","Comedy","Drama",NA,"2615",NA,"Neal H. Dobrofsky","/name/nm0229800","/name/nm0229800/",NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"Not Easily Broken","tt0795438","http://www.imdb.com/title/tt0795438/","2009","6.0","2260","99"," 9 January 2009
(USA)
","Drama","Romance",NA,"2260","45","Brian Bird","/name/nm0083349","/name/nm0083349/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $5,314,278        

      (USA)
      (9 January 2009)
    ",NA,"
    Gross:        $10,572,742        

      (USA)
      (6 February 2009)
    ",NA,"
    See more »
  ","NA","0"
"Autopsy","tt0443435","http://www.imdb.com/title/tt0443435/","2008","5.0","5035","84"," 25 June 2009
(Singapore)
","Horror","Mystery","Thriller","5035",NA,"Jace Anderson","/name/nm0317368","/name/nm0317368/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Closing the Ring","tt0488380","http://www.imdb.com/title/tt0488380/","2007","6.6","3635","118"," 28 December 2007
(UK)
","Drama","Romance",NA,"3635",NA,"Peter Woodward","/name/nm0940974","/name/nm0940974/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"23500000","USD","
    See more »
  ",NA,"","NA","0"
"The Butterfly Effect 3: Revelations","tt1234541","http://www.imdb.com/title/tt1234541/","2009","5.6","14703","90"," 31 July 2009
(Brazil)
","Crime","Drama","Sci-Fi","14703",NA,"Holly Brix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4500000","USD","
    See more »
  ",NA,"","NA","0"
"The Unborn","tt1139668","http://www.imdb.com/title/tt1139668/","2009","4.8","40035","88"," 9 January 2009
(USA)
","Drama","Horror","Mystery","40035","177","David S. Goyer",NA,NA,"Odette Annable","nm0951148","/name/nm0951148/","Gary Oldman","nm0000198","/name/nm0000198/","Cam Gigandet","nm1544217","/name/nm1544217/","16000000","USD","19810585","USD","
    Gross:        £3,669,708        

      (UK)
      (20 March 2009)
    ","NA","0"
"My Bloody Valentine","tt1179891","http://www.imdb.com/title/tt1179891/","2009","5.5","43926","101"," 16 January 2009
(USA)
","Horror",NA,NA,"43926","261","Patrick Lussier",NA,NA,"Jensen Ackles","nm0010075","/name/nm0010075/","Jaime King","nm0454809","/name/nm0454809/","Kerr Smith","nm0005445","/name/nm0005445/","
    Opening Weekend:         £1,337,613        

      (UK)
      (16 January 2009)
    ",NA,"
    Gross:        $51,527,787        

      (USA)
      (6 March 2009)
    ",NA,"
    See more »
  ","NA","0"
"Paul Blart: Mall Cop","tt1114740","http://www.imdb.com/title/tt1114740/","2009","5.2","79916","91"," 16 January 2009
(USA)
","Action","Comedy","Crime","79916","167","Steve Carr",NA,NA,"Kevin James","nm0416673","/name/nm0416673/","Keir O'Donnell","nm1218757","/name/nm1218757/","Jayma Mays","nm1724323","/name/nm1724323/","26000000","USD","31832636","USD","20819129","USD","0"
"Bride Wars","tt0901476","http://www.imdb.com/title/tt0901476/","2009","5.4","73351","89"," 9 January 2009
(USA)
","Comedy","Romance",NA,"73351","152","Gary Winick","/name/nm0935095","/name/nm0935095/","Kate Hudson","nm0005028","/name/nm0005028/","Anne Hathaway","nm0004266","/name/nm0004266/","Candice Bergen","nm0000298","/name/nm0000298/","30000000","USD","
    Opening Weekend:         £1,717,894        

      (UK)
      (9 January 2009)
    ",NA,"58715510","USD","0"
"Defiance","tt1034303","http://www.imdb.com/title/tt1034303/","2008","7.2","110695","137"," 16 January 2009
(USA)
","Action","Drama","History","110695","201","Edward Zwick",NA,NA,"Daniel Craig","nm0185819","/name/nm0185819/","Liev Schreiber","nm0000630","/name/nm0000630/","Jamie Bell","nm0068260","/name/nm0068260/","32000000","USD","123513","USD","28622873","USD","1"
"Resident Evil: Degeneration","tt1174954","http://www.imdb.com/title/tt1174954/","2008","6.6","23838","98"," 18 October 2008
(Japan)
","Animation","Action","Horror","23838",NA,"Shotaro Suga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 
  Show detailed
company contact information
  on 
  IMDbPro »
  ",NA,"",NA,"Technical Specs","NA","0"
"King Lear","tt2049483","http://www.imdb.com/title/tt2049483/",NA,"7.6","266","156"," 25 December 2008
(UK)
","Drama",NA,NA,"266",NA,"William Shakespeare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"Company Credits",NA,"
    Production Co:
        
Richard Price TV Associates Ltd.      
        See more »
      
    ","NA","0"
"The Spirit","tt0831887","http://www.imdb.com/title/tt0831887/","2008","4.8","52546","103"," 25 December 2008
(USA)
","Action","Crime","Fantasy","52546","222","Frank Miller",NA,NA,"Gabriel Macht","nm0532683","/name/nm0532683/","Samuel L. Jackson","nm0000168","/name/nm0000168/","Scarlett Johansson","nm0424060","/name/nm0424060/","60000000","USD","6463278","USD","19781879","USD","0"
"The Curious Case of Benjamin Button","tt0421715","http://www.imdb.com/title/tt0421715/","2008","7.8","430455","166"," 25 December 2008
(USA)
","Drama","Fantasy","Romance","430455","360","David Fincher",NA,NA,"Brad Pitt","nm0000093","/name/nm0000093/","Cate Blanchett","nm0000949","/name/nm0000949/","Tilda Swinton","nm0842770","/name/nm0842770/","150000000","USD","26853816","USD","127490802","USD","3"
"Bedtime Stories","tt0960731","http://www.imdb.com/title/tt0960731/","2008","6.1","68414","99"," 25 December 2008
(USA)
","Comedy","Family","Fantasy","68414","144","Adam Shankman",NA,NA,"Adam Sandler","nm0001191","/name/nm0001191/","Keri Russell","nm0005392","/name/nm0005392/","Courteney Cox","nm0001073","/name/nm0001073/","80000000","USD","
    Opening Weekend:         £1,551,605        

      (UK)
      (26 December 2008)
    ",NA,"109993847","USD","0"
"Valkyrie","tt0985699","http://www.imdb.com/title/tt0985699/","2008","7.1","172950","121"," 25 December 2008
(USA)
","Drama","Thriller","War","172950","268","Bryan Singer",NA,NA,"Tom Cruise","nm0000129","/name/nm0000129/","Bill Nighy","nm0631490","/name/nm0631490/","Carice van Houten","nm0396924","/name/nm0396924/","75000000","USD","21027007","USD","83077470","USD","0"
"Marley & Me","tt0822832","http://www.imdb.com/title/tt0822832/","2008","7.1","110344","115"," 25 December 2008
(USA)
","Comedy","Drama","Family","110344","180","David Frankel",NA,NA,"Owen Wilson","nm0005562","/name/nm0005562/","Jennifer Aniston","nm0000098","/name/nm0000098/","Eric Dane","nm0199312","/name/nm0199312/","60000000","USD","36367586","USD","
    Gross:        £15,123,080        

      (UK)
      (24 April 2009)
    ","NA","0"
"Nothing But the Truth","tt1073241","http://www.imdb.com/title/tt1073241/","2008","7.2","29373","108"," 29 July 2009
(Philippines)
","Crime","Drama","Mystery","29373","64","Rod Lurie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11500000","USD","3045","USD","3045","USD","0"
"The Tale of Despereaux","tt0420238","http://www.imdb.com/title/tt0420238/","2008","6.1","30187","93"," 19 December 2008
(USA)
","Adventure","Animation","Comedy","30187","118","Kate DiCamillo","/name/nm0574509","/name/nm0574509/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Gross:        $50,818,750        

      (USA)
      (27 February 2009)
    ",NA,"
    See more »
  ",NA,"","NA","0"
"Seven Pounds","tt0814314","http://www.imdb.com/title/tt0814314/","2008","7.7","220387","123"," 19 December 2008
(USA)
","Drama","Romance",NA,"220387","200","Gabriele Muccino","/name/nm0610831","/name/nm0610831/","Will Smith","nm0000226","/name/nm0000226/","Rosario Dawson","nm0206257","/name/nm0206257/","Woody Harrelson","nm0000437","/name/nm0000437/","55000000","USD","14851136","USD","
    Gross:        £5,200,225        

      (UK)
      (6 February 2009)
    ","NA","0"
"Yes Man","tt1068680","http://www.imdb.com/title/tt1068680/","2008","6.8","257546","104"," 19 December 2008
(USA)
","Comedy","Romance",NA,"257546","188","Peyton Reed","/name/nm0715636","/name/nm0715636/","Jim Carrey","nm0000120","/name/nm0000120/","Zooey Deschanel","nm0221046","/name/nm0221046/","Bradley Cooper","nm0177896","/name/nm0177896/","70000000","USD","18262471","USD","97680195","USD","0"
"Far Cry","tt0400426","http://www.imdb.com/title/tt0400426/","2008","3.1","11076","95"," 2 October 2008
(Germany)
","Action","Adventure","Sci-Fi","11076",NA,"Michael Roesch","/name/nm1396574","/name/nm1396574/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Revolutionary Road","tt0959337","http://www.imdb.com/title/tt0959337/","2008","7.3","144028","119"," 23 January 2009
(USA)
","Drama","Romance",NA,"144028","321","Sam Mendes","/name/nm0005222","/name/nm0005222/","Leonardo DiCaprio","nm0000138","/name/nm0000138/","Kate Winslet","nm0000701","/name/nm0000701/","Christopher Fitzgerald","nm0280199","/name/nm0280199/","35000000","USD","189911","USD","22877808","USD","3"
"While She Was Out","tt0887971","http://www.imdb.com/title/tt0887971/","2008","4.8","5248","88"," 26 March 2009
(Spain)
","Crime","Drama","Thriller","5248","34","Edward Bryant","/name/nm1848205","/name/nm1848205/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    See more »
  ",NA,"",NA,"Company Credits","NA","0"
"Nothing Like the Holidays","tt1151915","http://www.imdb.com/title/tt1151915/","2008","6.2","2952","98"," 12 December 2008
(USA)
","Comedy","Drama","Romance","2952","77","Alison Swan","/name/nm0619868","/name/nm0619868/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         $3,531,664        

      (USA)
      (12 December 2008)
    ",NA,"
    Gross:        $7,502,429        

      (USA)
      (23 January 2009)
    ",NA,"
    See more »
  ","NA","0"
"The Day the Earth Stood Still","tt0970416","http://www.imdb.com/title/tt0970416/","2008","5.5","134271","104"," 12 December 2008
(USA)
","Drama","Sci-Fi","Thriller","134271","275","Scott Derrickson",NA,NA,"Keanu Reeves","nm0000206","/name/nm0000206/","Jennifer Connelly","nm0000124","/name/nm0000124/","Kathy Bates","nm0000870","/name/nm0000870/","80000000","USD","
    Opening Weekend:         £2,752,132        

      (UK)
      (12 December 2008)
    ",NA,"79363785","USD","0"
"The Reader","tt0976051","http://www.imdb.com/title/tt0976051/","2008","7.6","179364","124"," 30 January 2009
(USA)
","Drama","Romance",NA,"179364","299","Stephen Daldry","/name/nm0197636","/name/nm0197636/","Kate Winslet","nm0000701","/name/nm0000701/","Ralph Fiennes","nm0000146","/name/nm0000146/","Bruno Ganz","nm0004486","/name/nm0004486/","32000000","USD","168051","USD","34180954","USD","1"
"Make It Happen","tt0822868","http://www.imdb.com/title/tt0822868/","2008","5.5","4840","90"," 8 August 2008
(UK)
","Drama",NA,NA,"4840",NA,"Duane Adler","/name/nm0043346","/name/nm0043346/",NA,NA,NA,NA,NA,NA,NA,NA,NA,"
    Opening Weekend:         £505,820        

      (UK)
      (8 August 2008)
    ",NA,"
    Gross:        £1,147,470        

      (UK)
      (15 August 2008)
    ",NA,"
    See more »
  ","NA","0"
"Gran Torino","tt1205489","http://www.imdb.com/title/tt1205489/","2008","8.2","521651","116"," 9 January 2009
(USA)
","Drama",NA,NA,"521651","359","Clint Eastwood",NA,NA,"Clint Eastwood","nm0000142","/name/nm0000142/","Bee Vang","nm3057402","/name/nm3057402/","Christopher Carley","nm1542291","/name/nm1542291/","33000000","USD","271720","USD","148085755","USD","1"
